date,number of accidents,Temperature,windspeed
2015-08-09,660,296.0083333333333,2.4166666666666665
2015-08-10,803,295.85291666666666,2.4166666666666665
2015-08-11,770,296.18125000000003,3.6666666666666665
2015-08-12,765,296.5975,2.9583333333333335
2015-08-13,881,295.75874999999996,2.4166666666666665
2015-08-14,887,295.9504166666666,1.7916666666666667
2015-08-15,700,298.5308333333333,2.5
2015-08-16,611,299.5254166666667,3.0416666666666665
2015-08-17,714,300.1429166666667,2.6666666666666665
2015-08-18,702,300.1154166666667,3.125
2015-08-19,710,298.995,2.8333333333333335
2015-08-20,772,298.9691666666667,4.458333333333333
2015-08-21,927,298.15625,3.5416666666666665
2015-08-22,722,296.36333333333334,2.2083333333333335
2015-08-23,592,295.35083333333336,2.1666666666666665
2015-08-24,708,297.02125,1.9583333333333333
2015-08-25,703,298.9508333333333,2.7083333333333335
2015-08-26,714,295.51666666666665,2.7083333333333335
2015-08-27,725,294.2725,2.7916666666666665
2015-08-28,809,293.3958333333333,2.75
2015-08-29,675,294.84041666666667,1.75
2015-08-30,615,297.1975,2.7916666666666665
2015-08-31,744,299.52625,2.6666666666666665
2015-09-01,705,299.4027887710417,2.2916666666666665
2015-09-02,782,298.24333333333334,1.625
2015-09-03,818,299.2241666666667,2.0833333333333335
2015-09-04,861,298.44916666666666,2.6666666666666665
2015-09-05,696,295.8358333333333,2.7916666666666665
2015-09-06,566,294.49916666666667,1.7083333333333333
2015-09-07,580,296.6141666666667,2.4166666666666665
2015-09-08,895,300.1091666666667,2.75
2015-09-09,865,299.7325,2.5833333333333335
2015-09-10,931,296.52208333333334,2.7083333333333335
2015-09-11,913,294.78000000000003,3.8333333333333335
2015-09-12,745,294.18541666666664,2.375
2015-09-13,576,294.39375,3.5833333333333335
2015-09-14,729,290.95708333333334,4.125
2015-09-15,829,293.0054166666667,2.4583333333333335
2015-09-16,894,294.67583333333334,1.5416666666666667
2015-09-17,857,295.5083333333333,1.9583333333333333
2015-09-18,938,295.4275,2.2916666666666665
2015-09-19,747,294.8016666666667,2.6666666666666665
2015-09-20,623,295.15124999999995,3.5416666666666665
2015-09-21,732,290.55,3.4166666666666665
2015-09-22,724,291.17833333333334,3.1666666666666665
2015-09-23,783,291.5491666666667,2.5416666666666665
2015-09-24,902,291.7675,2.4583333333333335
2015-09-25,813,292.0625,3.4583333333333335
2015-09-26,709,290.49532382658333,3.8333333333333335
2015-09-27,569,289.06666666666666,3.1666666666666665
2015-09-28,709,292.7916666666667,2.2083333333333335
2015-09-29,889,295.61708333333337,2.3333333333333335
2015-09-30,843,295.535,3.75
2015-10-01,873,287.74291666666664,4.791666666666667
2015-10-02,939,284.33208333333334,5.0
2015-10-03,696,282.8291666666667,6.291666666666667
2015-10-04,650,286.06333333333333,5.958333333333333
2015-10-05,780,286.4141666666667,3.1666666666666665
2015-10-06,840,287.32625,2.3333333333333335
2015-10-07,798,289.4533333333333,2.0833333333333335
2015-10-08,899,288.85041666666666,2.2916666666666665
2015-10-09,1048,290.7633333333333,3.4583333333333335
2015-10-10,817,287.6466666666667,2.625
2015-10-11,700,285.5625,2.375
2015-10-12,818,288.37208333333336,2.75
2015-10-13,909,289.5833333333333,2.625
2015-10-14,839,289.0525,2.9583333333333335
2015-10-15,941,285.61583333333334,3.0416666666666665
2015-10-16,972,285.9591666666667,3.8333333333333335
2015-10-17,751,282.40875,3.4166666666666665
2015-10-18,703,277.6366666666667,3.4583333333333335
2015-10-19,879,277.1041666666667,2.7083333333333335
2015-10-20,865,284.84208333333333,3.5
2015-10-21,875,289.135,2.4166666666666665
2015-10-22,821,288.88416666666666,2.9166666666666665
2015-10-23,1042,287.74708333333336,3.8333333333333335
2015-10-24,705,280.74875000000003,2.9583333333333335
2015-10-25,637,287.26375,3.7083333333333335
2015-10-26,930,282.81333333333333,3.125
2015-10-27,851,281.31498862108333,1.9583333333333333
2015-10-28,1050,286.02444153650003,4.208333333333333
2015-10-29,1061,292.1753826849583,5.666666666666667
2015-10-30,1090,285.37757539616666,4.875
2015-10-31,754,280.8711411629167,2.6666666666666665
2015-11-01,671,285.20649298,3.4166666666666665
2015-11-02,869,286.247757402125,2.0833333333333335
2015-11-03,956,285.89007164437504,1.625
2015-11-04,1037,287.1626592352083,1.7916666666666667
2015-11-05,935,288.32349154958337,1.4583333333333333
2015-11-06,1014,292.812259120875,3.25
2015-11-07,699,290.60457803275,3.2916666666666665
2015-11-08,685,283.91668410470834,3.2916666666666665
2015-11-09,950,280.83190767087495,1.25
2015-11-10,1073,285.07765343666665,3.25
2015-11-11,805,284.84728122975,5.0
2015-11-12,951,285.4551852027083,2.4166666666666665
2015-11-13,951,285.9348527685,7.458333333333333
2015-11-14,775,281.138198280375,6.708333333333333
2015-11-15,628,279.93925750079165,3.9583333333333335
2015-11-16,892,284.84781614691667,2.9166666666666665
2015-11-17,911,281.092431341625,3.5416666666666665
2015-11-18,894,280.80969722225,2.5833333333333335
2015-11-19,1033,288.0405577235,4.208333333333333
2015-11-20,1124,286.9156846737083,4.5
2015-11-21,748,278.9172897159167,3.5416666666666665
2015-11-22,610,282.2297260585833,3.7083333333333335
2015-11-23,1098,277.4274672672083,6.333333333333333
2015-11-24,1021,274.476332782625,2.875
2015-11-25,968,276.90433442066666,1.9583333333333333
2015-11-26,603,279.2940921555,1.9166666666666667
2015-11-27,766,283.2710260115,2.5
2015-11-28,656,285.066043978,2.5833333333333335
2015-11-29,604,279.02656720475,3.4166666666666665
2015-11-30,815,276.202791789125,4.833333333333333
2015-12-01,1052,279.930061408625,2.4583333333333335
2015-12-02,978,281.871011372375,1.7916666666666667
2015-12-03,864,282.66788487795833,5.0
2015-12-04,938,280.329213661,3.6666666666666665
2015-12-05,756,277.9053591466666,1.875
2015-12-06,639,277.23800663616663,1.9583333333333333
2015-12-07,834,278.5235176158333,2.0
2015-12-08,818,279.103517968125,3.625
2015-12-09,815,277.94025209420835,1.4583333333333333
2015-12-10,914,284.202380661625,2.0
2015-12-11,915,282.5064997205416,2.1666666666666665
2015-12-12,691,285.14220814745835,1.7916666666666667
2015-12-13,592,286.6318390287083,1.3333333333333333
2015-12-14,806,285.93991544245836,2.125
2015-12-15,871,288.62320631016667,6.041666666666667
2015-12-16,882,282.68259816875,4.666666666666667
2015-12-17,1065,283.83034162354164,1.7083333333333333
2015-12-18,999,282.66614911466667,3.6666666666666665
2015-12-19,824,275.735648013125,7.083333333333333
2015-12-20,609,276.126132188125,4.125
2015-12-21,821,278.10718194912505,3.0416666666666665
2015-12-22,1025,284.8852900849167,2.625
2015-12-23,1160,284.2498013309167,1.7916666666666667
2015-12-24,839,290.612331413125,3.5833333333333335
2015-12-25,409,287.025874114875,1.2916666666666667
2015-12-26,531,284.64074163262495,3.1666666666666665
2015-12-27,576,283.7694490349583,3.2083333333333335
2015-12-28,869,278.96354498666665,4.5
2015-12-29,906,276.2624280617917,5.083333333333333
2015-12-30,694,277.663849956875,1.6666666666666667
2015-12-31,674,280.3005914595,2.75
2016-01-01,654,277.48444124475,4.708333333333333
2016-01-02,620,274.79726808595836,4.333333333333333
2016-01-03,554,275.19656021554164,3.625
2016-01-04,920,272.2278002809583,5.625
2016-01-05,877,264.8667233630417,5.75
2016-01-06,901,269.5330539360833,1.9166666666666667
2016-01-07,774,273.0520469521667,1.75
2016-01-08,893,275.1849077775833,2.75
2016-01-09,572,278.6241980713333,2.5416666666666665
2016-01-10,608,283.28079986125,4.583333333333333
2016-01-11,836,275.1580704512917,8.291666666666666
2016-01-12,1069,271.22210229691666,3.0
2016-01-13,924,270.2955413903333,8.375
2016-01-14,897,270.22842485583334,4.25
2016-01-15,966,275.80214145241666,1.7083333333333333
2016-01-16,694,279.65755900179164,4.083333333333333
2016-01-17,601,275.7160933102917,3.25
2016-01-18,867,269.79034813579165,5.875
2016-01-19,953,266.844491312625,8.166666666666666
2016-01-20,761,271.937436581125,4.5
2016-01-21,875,272.09342157354166,4.541666666666667
2016-01-22,914,269.0801383184583,4.25
2016-01-23,718,269.99606321245835,7.75
2016-01-24,622,270.1779188605833,5.083333333333333
2016-01-25,833,270.63977876508335,1.375
2016-01-26,811,273.82555359779167,3.125
2016-01-27,827,278.50090652116666,4.0
2016-01-28,844,272.83587141858334,2.375
2016-01-29,848,274.402206287625,2.8333333333333335
2016-01-30,685,272.7789883459167,3.6666666666666665
2016-01-31,548,277.5530858582917,2.5833333333333335
2016-02-01,711,279.97385905766663,2.75
2016-02-02,754,278.289913146375,2.625
2016-02-03,712,279.751273437375,3.0416666666666665
2016-02-04,714,284.30509297175,3.4166666666666665
2016-02-05,1080,276.36171861279166,5.041666666666667
2016-02-06,613,273.00624999999997,2.7916666666666665
2016-02-07,476,274.77208333333334,1.9166666666666667
2016-02-08,687,275.15541666666667,4.75
2016-02-09,872,271.715,3.2083333333333335
2016-02-10,897,273.829365117125,3.8333333333333335
2016-02-11,961,269.79426911341665,7.166666666666667
2016-02-12,1024,266.076361805,4.625
2016-02-13,952,266.0413988320417,6.291666666666667
2016-02-14,757,259.2146018565417,5.75
2016-02-15,980,264.03145762575,2.2083333333333335
2016-02-16,1287,278.9961768845,4.25
2016-02-17,633,276.65710680341664,3.3333333333333335
2016-02-18,744,273.1058162147917,5.083333333333333
2016-02-19,677,270.59215824591666,2.6666666666666665
2016-02-20,621,280.62680664320834,4.083333333333333
2016-02-21,447,282.3969112745,2.875
2016-02-22,707,279.3845458770833,2.9583333333333335
2016-02-23,686,275.7030661554583,3.6666666666666665
2016-02-24,784,277.5905984749583,5.25
2016-02-25,851,284.6294199853333,7.0
2016-02-26,866,274.8244684029167,7.083333333333333
2016-02-27,658,272.44809729154167,4.083333333333333
2016-02-28,550,279.658571598,5.083333333333333
2016-02-29,661,282.34978418733334,5.333333333333333
2016-03-01,672,280.14001437020835,4.416666666666667
2016-03-02,759,280.43812734320835,7.208333333333333
2016-03-03,669,271.94551296312505,4.958333333333333
2016-03-04,826,273.1390692223333,3.5416666666666665
2016-03-05,568,273.4621789929167,3.4166666666666665
2016-03-06,515,274.437879368375,2.375
2016-03-07,641,278.10775858016666,3.625
2016-03-08,669,284.5082068837917,1.875
2016-03-09,716,285.57796645724994,2.2083333333333335
2016-03-10,674,292.5159858453333,4.041666666666667
2016-03-11,743,289.17365146579164,4.416666666666667
2016-03-12,689,281.8465956867083,3.4583333333333335
2016-03-13,473,285.16767582425,3.0416666666666665
2016-03-14,763,281.3539595779584,4.458333333333333
2016-03-15,754,281.794440199625,4.708333333333333
2016-03-16,791,284.35211270520836,1.7083333333333333
2016-03-17,763,284.01937434175,3.5
2016-03-18,768,282.48352017587496,5.291666666666667
2016-03-19,636,278.0931527645417,3.5833333333333335
2016-03-20,486,275.9337038049584,3.5416666666666665
2016-03-21,734,276.55402557925,4.375
2016-03-22,764,278.49942964129167,4.75
2016-03-23,678,285.5694470739583,4.708333333333333
2016-03-24,763,282.78816875729166,3.6666666666666665
2016-03-25,738,285.6773873760417,3.3333333333333335
2016-03-26,657,280.6962408206667,4.833333333333333
2016-03-27,515,280.38822388666665,2.7916666666666665
2016-03-28,740,281.37070606341666,3.8333333333333335
2016-03-29,767,282.20460159124997,9.166666666666666
2016-03-30,713,279.46707307566663,3.9166666666666665
2016-03-31,711,286.0013046309583,5.458333333333333
2016-04-01,849,291.79147037179166,5.541666666666667
2016-04-02,652,285.954528855875,3.125
2016-04-03,801,277.819018573375,8.583333333333334
2016-04-04,1475,276.3145647026667,3.6666666666666665
2016-04-05,825,273.0052393915,6.708333333333333
2016-04-06,751,275.3787799590833,3.625
2016-04-07,773,283.3562255827083,5.625
2016-04-08,814,281.19719518412495,5.875
2016-04-09,720,275.8022386486667,2.8333333333333335
2016-04-10,541,276.7419098422083,4.791666666666667
2016-04-11,678,282.5008895206667,4.25
2016-04-12,785,284.8693723315417,4.0
2016-04-13,823,280.80317179375,3.75
2016-04-14,815,281.7073355287083,2.0416666666666665
2016-04-15,950,282.67985301175,1.9583333333333333
2016-04-16,787,283.88779129791664,2.9583333333333335
2016-04-17,680,285.25810730891664,1.8333333333333333
2016-04-18,859,289.4054455903334,1.875
2016-04-19,873,290.5759031907917,5.0
2016-04-20,874,287.45542844749997,4.5
2016-04-21,797,286.0395833333333,3.2083333333333335
2016-04-22,836,293.3650443415833,3.1666666666666665
2016-04-23,707,291.238675005625,3.7916666666666665
2016-04-24,539,286.0490841000416,4.166666666666667
2016-04-25,649,286.723143933625,2.4583333333333335
2016-04-26,652,286.25432215337497,2.875
2016-04-27,710,283.3811715310417,3.0416666666666665
2016-04-28,609,283.8556072567083,3.625
2016-04-29,684,283.22291666666666,3.9583333333333335
2016-04-30,702,283.8475,2.375
2016-05-01,602,282.4391666666667,2.5416666666666665
2016-05-02,699,282.5975,2.2083333333333335
2016-05-03,884,284.94125,2.5833333333333335
2016-05-04,817,283.27791666666667,2.875
2016-05-05,757,283.29833333333335,3.7916666666666665
2016-05-06,873,283.73333333333335,3.7916666666666665
2016-05-07,754,283.80875000000003,2.7916666666666665
2016-05-08,625,285.68541666666664,3.5833333333333335
2016-05-09,740,287.855,4.375
2016-05-10,786,286.76916666666665,3.375
2016-05-11,895,288.47208333333333,2.5
2016-05-12,898,290.96958333333333,2.5833333333333335
2016-05-13,1006,289.08125,2.0416666666666665
2016-05-14,773,290.2920833333333,3.2916666666666665
2016-05-15,611,285.14958333333334,5.458333333333333
2016-05-16,817,283.26875,6.416666666666667
2016-05-17,765,287.53375,3.5833333333333335
2016-05-18,806,286.9845833333333,2.875
2016-05-19,870,288.5275,2.2083333333333335
2016-05-20,1038,289.3375,2.75
2016-05-21,813,288.2891666666667,3.0
2016-05-22,711,288.0833333333333,2.8333333333333335
2016-05-23,891,290.1579166666667,2.25
2016-05-24,873,290.74083333333334,2.25
2016-05-25,941,294.2166666666667,2.2083333333333335
2016-05-26,936,297.6479166666667,2.7916666666666665
2016-05-27,1026,297.19624999999996,3.4166666666666665
2016-05-28,887,298.49666666666667,3.25
2016-05-29,751,298.0291666666667,2.9166666666666665
2016-05-30,618,295.9320833333333,3.375
2016-05-31,948,296.8595833333333,2.7083333333333335
2016-06-01,992,295.955,2.9166666666666665
2016-06-02,868,293.03625000000005,3.875
2016-06-03,928,291.43833333333333,1.7916666666666667
2016-06-04,816,294.94083333333333,1.9166666666666667
2016-06-05,673,293.2054166666666,2.5
2016-06-06,938,295.45875,3.5
2016-06-07,936,296.97291666666666,3.6666666666666665
2016-06-08,916,290.0683333333333,4.166666666666667
2016-06-09,931,289.57125,4.875
2016-06-10,1097,291.22791666666666,3.7916666666666665
2016-06-11,781,293.45375,2.875
2016-06-12,757,298.72208333333333,4.416666666666667
2016-06-13,780,291.49916666666667,4.666666666666667
2016-06-14,937,292.87625,3.0
2016-06-15,966,294.97766666666666,1.375
2016-06-16,969,294.2191666666667,1.2083333333333333
2016-06-17,1029,293.52875,1.4166666666666667
2016-06-18,863,293.7695833333333,1.1666666666666667
2016-06-19,749,295.97375,2.4583333333333335
2016-06-20,965,295.1366666666667,2.7916666666666665
2016-06-21,947,298.5079166666667,2.375
2016-06-22,950,297.07750000000004,2.0416666666666665
2016-06-23,773,295.5758333333333,1.6666666666666667
2016-06-24,1066,295.93583333333333,3.5416666666666665
2016-06-25,844,295.39375,2.7083333333333335
2016-06-26,756,296.0416666666667,2.3333333333333335
2016-06-27,837,296.0258333333333,3.6666666666666665
2016-06-28,776,295.1429166666667,2.875
2016-06-29,781,296.1358333333333,2.5833333333333335
2016-06-30,962,296.4370833333333,2.3333333333333335
2016-07-01,949,295.98375,2.875
2016-07-02,770,294.71250000000003,4.0
2016-07-03,611,294.78208333333333,2.2916666666666665
2016-07-04,701,295.81583333333333,3.0
2016-07-05,869,297.15500000000003,2.7916666666666665
2016-07-06,851,300.6245833333333,2.0
2016-07-07,802,300.25333333333333,2.2916666666666665
2016-07-08,886,298.51375,2.5833333333333335
2016-07-09,620,293.50333333333333,2.9166666666666665
2016-07-10,672,295.2708333333333,3.2083333333333335
2016-07-11,872,295.32916666666665,2.7083333333333335
2016-07-12,866,295.82958333333335,3.0
2016-07-13,857,297.2708333333333,3.4583333333333335
2016-07-14,965,297.308,2.375
2016-07-15,1031,298.373,2.6666666666666665
2016-07-16,765,296.67354166666667,1.0416666666666667
2016-07-17,752,296.1345,1.375
2016-07-18,874,297.51475,1.9583333333333333
2016-07-19,866,299.388,3.0
2016-07-20,843,299.89958333333334,2.75
2016-07-21,974,298.0756666666667,2.7083333333333335
2016-07-22,947,300.56333333333333,4.5
2016-07-23,785,303.2895833333334,4.458333333333333
2016-07-24,642,300.93,3.125
2016-07-25,855,300.2004166666667,3.1666666666666665
2016-07-26,901,299.1666666666667,2.75
2016-07-27,892,300.12583333333333,2.625
2016-07-28,821,300.18416666666667,2.4166666666666665
2016-07-29,936,297.90291666666667,3.3333333333333335
2016-07-30,800,297.59625,1.9583333333333333
2016-07-31,652,297.0708333333333,2.7916666666666665
2016-08-01,738,295.84083333333336,2.75
2016-08-02,797,295.82,3.0416666666666665
2016-08-03,835,294.8675,1.9583333333333333
2016-08-04,880,295.5445833333333,1.375
2016-08-05,941,296.5495833333333,2.0833333333333335
2016-08-06,758,298.9995833333333,2.6666666666666665
2016-08-07,731,298.94875,2.3333333333333335
2016-08-08,832,298.11541666666665,1.7083333333333333
2016-08-09,860,298.30670833333335,1.4583333333333333
2016-08-10,758,299.2914583333333,2.6666666666666665
2016-08-11,889,301.90458333333333,1.1666666666666667
2016-08-12,937,301.18125000000003,1.7083333333333333
2016-08-13,749,302.8620833333334,2.2916666666666665
2016-08-14,587,303.675,2.5
2016-08-15,750,300.9433333333333,1.375
2016-08-16,810,300.8675,1.625
2016-08-17,783,300.1475,3.375
2016-08-18,783,298.62125,0.875
2016-08-19,980,299.2245833333333,1.3333333333333333
2016-08-20,745,298.63416666666666,2.0833333333333335
2016-08-21,650,298.81916666666666,4.208333333333333
2016-08-22,816,296.22833333333335,6.666666666666667
2016-08-23,875,293.78458333333333,3.2916666666666665
2016-08-24,802,296.2958333333333,3.0833333333333335
2016-08-25,850,297.06166666666667,4.875
2016-08-26,896,300.0516666666667,3.875
2016-08-27,748,298.8208333333334,3.9166666666666665
2016-08-28,682,297.6504166666667,2.875
2016-08-29,771,299.1933333333333,4.0
2016-08-30,805,297.09458333333333,3.9166666666666665
2016-08-31,765,298.09499999999997,3.3333333333333335
2016-09-01,866,296.3138942939167,2.5416666666666665
2016-09-02,918,294.8258333333334,4.416666666666667
2016-09-03,651,293.9479166666667,4.333333333333333
2016-09-04,590,293.63375,4.666666666666667
2016-09-05,546,294.4925,4.916666666666667
2016-09-06,901,297.62875,5.583333333333333
2016-09-07,847,297.4004166666667,4.5
2016-09-08,871,297.9529166666667,3.0833333333333335
2016-09-09,886,301.58375,2.8333333333333335
2016-09-10,712,300.1745833333334,2.9583333333333335
2016-09-11,621,299.43666666666667,4.541666666666667
2016-09-12,893,293.24458333333337,3.8333333333333335
2016-09-13,1029,293.5645833333333,3.1666666666666665
2016-09-14,882,296.85625,3.125
2016-09-15,1032,293.15500000000003,4.375
2016-09-16,1040,290.80875,2.9583333333333335
2016-09-17,828,291.19166666666666,2.9583333333333335
2016-09-18,621,295.90749999999997,4.083333333333333
2016-09-19,905,295.85375,1.6666666666666667
2016-09-20,826,295.45625,1.5833333333333333
2016-09-21,815,294.196125,1.6666666666666667
2016-09-22,913,294.65333333333336,1.4166666666666667
2016-09-23,957,293.691713888875,1.2916666666666667
2016-09-24,804,291.87166666666667,2.875
2016-09-25,746,288.678906895375,2.4166666666666665
2016-09-26,857,288.3286436265833,2.625
2016-09-27,836,293.30583333333334,3.2916666666666665
2016-09-28,796,290.08509343099996,3.1666666666666665
2016-09-29,761,288.9973627194167,6.25
2016-09-30,1118,288.1191666666667,6.0
2016-10-01,761,287.67563724837504,4.666666666666667
2016-10-02,593,288.13625,2.25
2016-10-03,708,290.9195833333333,1.0416666666666667
2016-10-04,740,290.69493617020834,2.5833333333333335
2016-10-05,919,288.93611164979166,2.6666666666666665
2016-10-06,988,287.793304254375,0.875
2016-10-07,1022,288.8104583333334,1.2916666666666667
2016-10-08,730,290.00983333333335,1.75
2016-10-09,586,288.7765,3.9583333333333335
2016-10-10,800,285.91929166666665,5.875
2016-10-11,930,284.96408333333335,2.25
2016-10-12,820,286.2998424457917,1.75
2016-10-13,1000,288.035375,1.7916666666666667
2016-10-14,1074,286.23970833333334,3.4166666666666665
2016-10-15,847,284.5069558544167,2.0416666666666665
2016-10-16,684,287.925090858625,3.0
2016-10-17,818,292.3714166666667,2.4166666666666665
2016-10-18,871,293.56041666666664,2.5416666666666665
2016-10-19,886,295.80512500000003,1.7916666666666667
2016-10-20,895,294.279875,3.2083333333333335
2016-10-21,1201,292.76779166666665,2.125
2016-10-22,816,286.732875,4.041666666666667
2016-10-23,678,283.79716666666667,6.125
2016-10-24,842,285.5024583333333,3.9166666666666665
2016-10-25,856,282.7574583333334,4.75
2016-10-26,918,279.91900000000004,3.125
2016-10-27,1412,280.03766666666667,3.375
2016-10-28,1069,283.89658333333335,5.25
2016-10-29,743,282.42058333333335,3.2083333333333335
2016-10-30,755,290.0398333333333,2.25
2016-10-31,966,282.01716666666664,3.5416666666666665
2016-11-01,976,281.51375,1.9166666666666667
2016-11-02,932,287.4633333333333,1.7916666666666667
2016-11-03,963,289.54791666666665,2.25
2016-11-04,1136,286.59375,3.5416666666666665
2016-11-05,796,282.33458333333334,2.9166666666666665
2016-11-06,637,284.31791666666663,3.7916666666666665
2016-11-07,1037,279.79791666666665,2.1666666666666665
2016-11-08,1061,281.91291666666666,1.375
2016-11-09,842,283.6379166666666,1.9583333333333333
2016-11-10,1136,282.03208333333333,3.3333333333333335
2016-11-11,962,284.3904166666667,4.958333333333333
2016-11-12,846,278.86625,3.4166666666666665
2016-11-13,763,279.97166666666664,2.625
2016-11-14,986,281.4475,2.5
2016-11-15,1126,282.8354166666667,2.4166666666666665
2016-11-16,977,282.77500000000003,3.3333333333333335
2016-11-17,1051,284.19708333333335,4.0
2016-11-18,1263,282.76416666666665,2.8333333333333335
2016-11-19,930,282.96250000000003,2.1666666666666665
2016-11-20,1207,278.1033333333333,6.25
2016-11-21,1219,276.2241666666667,8.458333333333334
2016-11-22,1013,276.5295833333333,6.875
2016-11-23,1015,276.41375,3.5
2016-11-24,567,278.01187980724995,2.0
2016-11-25,693,280.8433333333333,1.625
2016-11-26,654,280.7183333333333,2.2916666666666665
2016-11-27,664,278.1383333333333,3.0416666666666665
2016-11-28,896,277.6795833333333,1.8333333333333333
2016-11-29,965,283.3270833333333,3.5
2016-11-30,971,285.19666666666666,2.25
2016-12-01,896,284.0708333333334,5.083333333333333
2016-12-02,918,279.5025,4.583333333333333
2016-12-03,755,279.9083333333333,5.458333333333333
2016-12-04,546,278.51789975725,3.125
2016-12-05,1041,277.63166666666666,2.5833333333333335
2016-12-06,1014,276.30375,2.25
2016-12-07,872,277.84791666666666,3.0416666666666665
2016-12-08,919,276.5129166666667,2.5
2016-12-09,1133,274.5108572584167,5.666666666666667
2016-12-10,916,271.77916666666664,3.3333333333333335
2016-12-11,871,270.90708333333333,2.125
2016-12-12,1112,275.4891666666667,2.2916666666666665
2016-12-13,904,275.59666666666664,2.5833333333333335
2016-12-14,1017,275.84999999999997,2.625
2016-12-15,1285,270.3879166666666,5.625
2016-12-16,1186,266.15208333333334,4.416666666666667
2016-12-17,1160,270.6525,2.375
2016-12-18,712,278.2375,4.375
2016-12-19,808,271.15958333333333,4.166666666666667
2016-12-20,950,267.78625000000005,1.75
2016-12-21,970,271.87583333333333,2.6666666666666665
2016-12-22,925,275.8379166666667,2.4583333333333335
2016-12-23,898,277.3233333333333,3.0833333333333335
2016-12-24,772,277.19166666666666,2.9583333333333335
2016-12-25,452,278.87708333333336,2.7083333333333335
2016-12-26,853,274.71666666666664,2.9583333333333335
2016-12-27,739,283.72999999999996,4.791666666666667
2016-12-28,707,277.1645833333334,2.625
2016-12-29,1001,274.4629166666667,2.7083333333333335
2016-12-30,918,275.34916666666663,4.833333333333333
2016-12-31,561,274.34166666666664,3.75
